fen,eval_cp
2r2b1r/p3p3/3k2p1/n1p2pn1/PP1PpB2/2P3PR/5K2/R5N1 b - - 2 32,-187
1n3b2/5k2/Rnppppp1/7P/2PP2P1/NP4B1/8/6KR b - - 1 31,-408
1nb1k1nr/6pp/3bp1q1/2p5/5PbP/N7/3N2P1/2B3KR w k - 0 21,-836
r4r1k/1bQn1ppp/p3p3/8/4P1K1/pP1P3P/3P4/RNB2B1R b - - 0 20,-407
r1bqkb1r/p1ppp3/p5p1/5p2/P5Q1/4PN2/1PPP1PPP/RNB1K2R b KQkq - 0 8,517
4kb1r/6p1/7p/4p2P/1n1Pp3/4P3/KB6/1R6 w - - 3 34,-419
1r2q1n1/2pnk2N/pp1pp3/8/P2P4/1b3P2/1P2K3/RN6 b - - 2 27,999
Bn1k3r/5p2/5p2/p2P1N1p/3pp2N/P4P2/P6K/RQ3R2 b - - 3 25,-1111
4kb1r/p3p1p1/8/P6p/3PN1bP/N1Pp4/3K4/7R b - - 1 27,-16
r3k1n1/4p1b1/p3bp1r/3p3p/1qpPP2p/N4P1R/1B1Q1P2/R3KB2 w q - 0 20,569
3k1b2/2pb1p1R/1r2p3/8/2Np3P/1P1n4/P3B1PN/3R1K2 b - - 5 32,-589
4rnnr/4pk1p/1p6/p5BK/b1P5/N5P1/PPP1P3/R2R4 w - - 1 25,-382
r3kbn1/1p2pppr/p2B4/2np3p/N2P3P/P3KP1B/1QP1P3/R5NR b q - 0 20,-839
r1bk2r1/p2pp2p/2p2N2/q5p1/4n1P1/PPQ4N/3PP1PP/4KB1R w - - 3 18,5000
rn2k1b1/8/1ppp4/p7/4p3/PP6/2P1P2K/R7 w - - 0 31,-698
5kb1/p3p3/n1pp2pp/8/3P4/N5P1/3r3P/2BK4 w - - 4 40,-353
r1bq2n1/5kp1/2p1p3/4P3/1b2P3/1P2B3/2P2PP1/5KNr w - - 0 19,-1136
2b3n1/2p1k2r/2n3p1/p1P4p/P3pP1P/2P4N/8/1R2KR2 w - - 0 28,-392
2Nk4/1B1nnp2/8/3K2p1/P7/4Pp1r/3P1b2/1Q6 w - - 1 33,239
1rbk2r1/p1ppn3/4pp1p/7R/1PN5/4P1P1/6B1/5KN1 b - - 0 22,721
8/1Bp5/PpP2k2/8/8/1P6/1nK2P2/4R3 w - - 2 39,856
8/ppp1k1B1/6B1/8/6n1/1P2b1Pr/P2r1P2/RN2K3 w Q - 2 23,344
4r1nr/3nk2p/4Q3/6b1/3Ppp2/2P5/PP2PP2/1RB1K3 b - - 2 26,783
2r3n1/p1k3pr/n1P2p1p/4p3/2PR1N2/8/R5PP/1NbQK3 w - - 5 25,1024
rn1qkbnr/3pp2P/1p6/8/p1K2PP1/8/PPP1N2P/RNBQ3R b - - 0 14,50
1nbqkb2/1p1p1p2/4pn2/4B3/1P1N1P2/7r/2PPK1PP/rN5R w - - 0 17,-620
r2qk2r/2p1b2p/1p5B/3p4/1Q6/R1P2KPN/8/3q3R w - - 3 29,-489
r6r/p5k1/5n1p/7p/1Rp2p1P/1P1BP1P1/4b1K1/BN4R1 b - - 1 30,-16
rnbqk1nr/Q2p4/2P1ppp1/1p5p/8/P4P1N/P1P1PKPP/RNB2B1R b kq - 0 11,559
1nbqkbn1/2pppppr/r7/p4Q1p/1Pp1PP2/8/P2PB1PP/RNB1K1NR w KQ - 0 9,213
r1Nq3r/2pp2Qp/n3k2b/p1P5/4P3/6PP/PP1P4/RNB1K2R w KQ - 4 18,864
4k1r1/1Rp5/6p1/1pP2p1n/4P3/1K2P2P/2r4R/Q5N1 w - - 8 36,1154
rnbqkbnr/p1pppppp/1p6/8/8/1PNP3N/P1P1PPPP/R1BQKB1R b KQkq - 0 4,31
1rb1k1r1/3p1p2/5npp/1pb5/1P1P2P1/2N1P2P/2P1N3/2BQKB1R w K - 0 16,701
1r6/p4Rpr/8/4k2p/pn6/2P1P3/3RKP2/5BN1 w - - 6 34,5000
8/1r2b2r/pnp2npp/4pk2/P1P4R/3PK3/8/2B5 w - - 2 38,-824
3qk1nr/1p1npN1p/2pp3b/R5p1/2bP3P/8/1P2PPP1/1NB1KBR1 w k - 2 13,472
8/1p2R2n/5k2/8/8/8/2K3P1/1N6 w - - 0 40,602
6nr/p1p3pp/n3k3/8/3P4/4Pbp1/PP1K4/RNB5 b - - 1 24,868
3k4/3r4/B2pP1p1/2p5/7P/P5P1/4KP2/R2R4 w - - 1 35,828
3q1bnr/prp1k1p1/3B1p1p/1P2pb1P/P1P5/4P1P1/3PQ3/RN2KBNR b KQ - 0 15,-309
r1b5/3nR3/q4kpb/5p1P/5Q2/1p2PK2/3P1PB1/1NB4R w - - 0 32,437
r3krn1/p1pnb1p1/1p4p1/1P1Q3p/3P3P/2P5/PB2P1q1/R3K2R w Kq - 1 21,312
4B3/4kp2/3p4/p3p3/7p/P2P1P1N/4KP1P/b6R b - - 2 32,-537
3k4/2p1p2r/r4n2/3p3Q/Pp3P1P/1n2P1P1/1B1K4/RN3R2 w - - 0 30,-236
rnbk1b1r/ppppqppp/8/P7/3pn2P/8/RPPNPPP1/2BQKBNR b K - 0 7,614
2bR4/1p6/1kp1pQp1/p7/P2p4/r2NB1P1/2P3P1/5K2 b - - 1 39,-818
r1b1k1r1/pp1pbppp/2n1p2n/2P5/5P2/4P3/P2P2Pq/R1BQKBNR b KQq - 0 9,701
8/1p1b2k1/3N4/4p3/6p1/6r1/P3PP2/2B1KB2 w - - 2 32,664
rn2kbr1/pp3p1p/2p3p1/3q4/8/5P1P/PPPPP2P/1RBQKBNR w Kq - 2 8,399
rn1qkbnr/pb1pp2p/5p2/2p3p1/8/6PP/PPPPPP2/RNBQK1NR w KQkq - 0 5,-490
rn1qkb1r/1p1b3p/3npp2/ppP3p1/P5P1/1P2P2P/N2PQP2/R3K1NR w KQ - 1 14,-537
rnbqkb2/p1pp4/1p4pr/3Q1p2/3Pp3/5P2/PPPNP1PP/R3KBNR b KQq - 1 8,-112
r3k1n1/p4p1r/n1p4p/3p2P1/1b1Pp1b1/P3PP2/RBPN4/Q3K1NR w Kq - 0 17,749
3n1n2/6p1/5k2/p3p3/P3P1K1/4b3/5P2/7R w - - 3 34,-116
rnbqkbnr/p2pp1p1/5p2/2p4p/8/4PN2/P1PPBPPP/RNBQK2R w KQkq - 0 6,309
r1b1k3/2ppbpB1/1p2p3/p7/5P2/NP1P2P1/P1P5/1R2KBNr w q - 0 19,145
2r3k1/4p3/5p2/7p/1P6/P3P1N1/4P2P/n1B2K2 b - - 3 31,485
r1b5/5k2/8/p5p1/2p5/P3PnP1/P7/2K5 w - - 2 31,-800
rnbqkbnr/1pppp2p/5pp1/p7/3P4/N4N2/PPP1PPPP/R1BQKB1R w KQkq - 0 4,142
rnb3nr/1p1p1kpp/p1p5/1N2p3/8/3Kp3/PPP2PP1/R1B1NB1R w - - 0 15,536
rn1qk2r/p1p3pp/b3P3/1p3p2/3P2nP/P7/P1P1KP2/R1BQ1BNR b kq - 0 11,278
rnbqkb1r/pp1ppppp/7n/2p5/8/4P3/PPPPNPPP/RNBQKB1R w KQkq - 0 3,55
rn1qk1nr/pbp4p/1N5b/3pp1p1/5pP1/1P6/P1PPPP1P/R1BQKBNR w KQkq - 0 9,184
1Q1qk3/1p1b1pp1/8/2pn4/r2P1pP1/2b1P1P1/P1n5/R1K2BNR w - - 0 21,451
rnb1kbnr/2p1pNpp/2q5/pp1p4/5P1P/3P4/PPPNP1P1/R1BQKB1R b KQk - 0 8,222
r1b1k1nN/pp1p4/3b4/2p1p1pp/2B1P2P/8/RPPP2P1/1NBQKR2 w - - 0 13,1085
8/p7/1p5k/3B4/P1P1P3/2B3p1/4r3/4K3 w - - 8 39,675
rnbqkb2/ppp5/5pn1/3pp3/P6P/4P3/1PPPKPR1/RNB5 w q - 3 14,-675
1n1qkbn1/2p1p3/b2p2p1/5p2/1PpP2p1/8/3KPr2/Q4B2 w - - 0 22,-901
rnb2k2/4B1p1/2p5/p3Pp2/P1P1Pr2/6P1/RK4P1/6Q1 b - - 3 32,-508
1nb4r/1pk1pp2/6Pn/N1p1b3/4p2P/8/r1PP2P1/2BK1BNR w - - 0 16,-523
1n2k2r/6p1/5b1p/2p5/P4P2/4Kb2/2P4P/6N1 w - - 0 38,-660
7r/5k2/p7/1p4p1/P5n1/1n1K1P2/7P/2R1Rb2 w - - 4 35,-437
2kr4/1b1p1p2/5n2/p7/1b2P1PP/p6N/1N2KP1R/8 w - - 2 25,-649
1n2n1r1/3r2p1/3bk3/1p1pp1R1/1P2P3/B1p5/2PP1P1P/3K4 b - - 0 25,832
rn1qkb1r/ppp1pp1p/3p1n2/6p1/PPP5/5PPb/3PP2P/RNBQKBNR b KQkq - 0 5,12
8/1pBb2bR/5pk1/8/2Pn4/P7/1P6/5KN1 b - - 0 32,488
1n2kbnr/1b1pp1p1/2p5/1p3p1p/1P6/r1P2P1P/P2PPKP1/RNB1QB1R b k - 2 12,-680
rnk3nr/4B1pp/1N2p3/1p6/8/1p5P/5PP1/3K1B1R b - - 3 22,490
1n6/5k2/5ppR/2pN4/5R2/5P2/2P2K2/6r1 b - - 0 31,-559
1r1n3r/6k1/7n/pP5p/7P/6P1/4P1B1/5K1R b - - 5 40,606
r1b3nr/1p6/4Q1k1/p3p2p/3p1p2/P1NP1N2/R5PP/2B1KR2 b - - 0 22,-255
rnbqkbnr/p1p1pp1N/3p4/8/P7/B7/3PPPPP/Rq2KB1R w KQkq - 0 9,-893
6nr/4n3/4pkPp/B2p4/pr1R1P2/5b2/1PK5/8 w - - 1 33,-657
rnbqk1nr/p1pp2pp/5B2/1p6/2B1P1Q1/b2P4/1PP5/RN2K1bR b KQkq - 0 11,555
rn2k2r/2pp1ppp/bp2p3/R4n2/1P1P4/2K4P/1PP1PP2/1NBQ1BN1 b kq - 0 10,-338
rnbqk1r1/1ppp2pp/7n/4pp2/PBP5/1Q5P/R2PPKP1/1N3BNR b - - 2 11,-210
1nb1k1nr/1p1p4/8/1p2N1N1/1p1K2P1/8/5P1b/B6R b - - 0 32,698
rnbqkbnr/3Nppp1/1pp4p/p7/6P1/N7/PPPPPP1P/R1BQKB1R b KQkq - 0 5,420
rnbq1bnr/ppppkppp/4p3/8/P7/1P6/2PPPPPP/RNBQKBNR w KQ - 1 3,66
2N2r2/1k1n4/p5p1/2P2b2/2P2B2/P3b3/8/K7 w - - 11 40,-517
r1b2k1r/pp6/6p1/3K1p1p/7P/PPP5/1Q1PP1P1/4RBNR b - - 0 19,-649
6n1/3pk3/3rp3/5p1B/1pP2P1P/1b1P4/3KN1q1/8 w - - 6 39,-780
rn4n1/1pp2ppr/Q2k4/3q1b1p/2P4P/P6R/P2PP1P1/RNB1KB2 b Q - 0 11,34
1n2k3/2p3B1/7n/3p1p2/3P4/5P1p/1PP2P2/QN3K2 w - - 2 24,701
2b3k1/2pp4/1n4B1/5r2/3PK3/6P1/3b3P/6R1 w - - 1 33,-55
4r3/4k3/8/p1R4p/8/3K2Pn/P3P3/8 b - - 2 39,134
6n1/3n2rk/1p6/6Pp/PR3P1p/7b/2K5/R4B2 w - - 1 38,481
rnb1kb2/5ppr/2p5/pP1pp1Pp/3P1P2/1P4P1/2P2KR1/RNQ2BN1 b - - 0 24,-612
3N1bnr/4k3/1P6/p6p/P7/1P2KB1N/7P/RN5R b - - 2 34,-763
rnbqkbn1/pppp4/5pp1/4p3/r7/2PPPPN1/PP4P1/R1B1KBNR b KQq - 2 9,462
r1b5/pppqk3/n7/3pp3/3Q2P1/b4K2/PP1PP1P1/R1B2BN1 w - - 0 16,321
n1b2b1r/6Np/R2k1n2/2pp4/2P5/7q/1B1PPP1P/3K1R2 b - - 1 25,694
1nb4k/rp1p2b1/8/p1P4B/5q1P/2P5/8/1N3K2 w - - 0 30,-748
r1b1kb1r/p1pp3p/1B3p2/8/7P/5P2/P1PPB1P1/R2Q2KR b kq - 0 18,-620
r1bqkbr1/pp2p3/3p3n/n1p2Np1/8/2P1PB2/PP1P1PPP/RNB1K2R w KQq - 2 12,-634
4r1n1/2p1k2p/1p6/5p2/3pb2p/5P2/6K1/8 w - - 0 39,-919
1Rb5/8/r4n2/5kp1/3p3p/7P/2P1K1PR/6N1 b - - 0 31,-33
2n3k1/5p2/4pr2/1b2RP2/4p2p/4P3/4q3/7K w - - 4 39,-858
rnbqk3/p1pppp2/6p1/6N1/1p6/P1P2P1B/1BP2P1r/RN1QK2R w KQq - 0 11,747
rnbk2nr/3p1p1p/p3p1p1/1pp5/P4P1P/1PNP2P1/3KP3/R4BNR w - - 0 15,61
r1b1kb1r/1p1p1ppp/p2qp3/1n6/3pP3/N4N2/2K2PBP/R5QR w kq - 1 16,-454
1nb2k1r/3p3p/rpp2p1p/p6P/P7/R1PB1N2/1P4PR/3QK3 b - - 0 20,-839
rnbq1b1r/ppppkppp/7n/4p3/8/N3P1Q1/PPPP1PPP/R1B1KBNR b KQ - 3 4,-57
r1b1q1r1/pp1kb3/n4P1p/2p1pp2/3p4/PP4PP/2PPP1KR/RNB1QBN1 w - - 1 16,395
2b3r1/7k/r7/pp6/P1nBP2P/8/R4K2/1N4N1 b - - 4 38,302
rnb1k3/pppp1pp1/P1n4r/3P4/4p3/1P4b1/R1PN2PP/3KNB1R w q - 1 17,-308
r1b1k3/3p1p2/pR2pbp1/2p5/2nP4/P3P1PR/P4nB1/2Q2KN1 b q - 1 21,-434
rnb2b1r/1ppk3p/p2pp2n/3R1p2/P1P2P1P/4P2p/1P1P4/1NBQKB1R b K - 0 13,-339
R2r4/2q2p2/3k4/4b3/6P1/P1P2P2/3BP3/4KBN1 b - - 2 40,606
rRb3nr/p2p1k1p/2p1ppp1/P7/5P2/B5PR/2PPP3/1N1QKBN1 b - - 0 13,-817
rnbqkbnr/p1p1pp1p/8/1p1p2p1/3P4/1P2P1P1/P1P1KP1P/RNBQ1BNR b kq - 0 5,-41
3k4/6br/4p1N1/1n5p/P1p1p1P1/4n3/5P1P/R1K5 b - - 0 31,678
2R3nr/4b1k1/1p1p3p/4p1p1/3P2P1/5P1P/n3N3/1N1K3R b - - 2 23,-267
rnk2bnr/1pp2p1p/4p1p1/p5B1/P3p2P/4P2P/RPPK1P2/1NQ2BR1 b - - 0 14,-730
r5nr/p2p3p/5p2/4pPNk/3nN3/4P1P1/PB2K2P/3RR3 w - - 6 25,609
5bnr/2pkqN2/6p1/4Bb2/2P1p3/1r5R/4K1P1/1N6 b - - 2 23,885
r2qkbnr/p1p1N3/n4p2/1p3PBp/8/1PPP2P1/P4P2/R3KBNR b KQkq - 0 13,606
rn2k1n1/1pp2ppr/p7/7p/P2p3B/2P3PB/1P2P3/1R1QK1N1 b - - 3 18,-704
4kbnr/1p1np2p/p2p2p1/8/1PrP1p2/2R3P1/P3PK1P/4NB1R w k - 0 19,233
rnbqkb1r/pppppppp/8/5n2/4P3/5P2/PPPP2PP/RNBQKBNR w KQkq - 1 3,358
1r2Qbn1/1pp2kp1/4r3/p5Kp/N5b1/1n5P/PPP2PP1/1RB2BNR b - - 0 20,188
2rn4/1pp2k2/p7/4n1B1/P7/6P1/4P1K1/5B2 w - - 1 32,-494
2q1kbnr/3npp2/3p4/1pp2pNp/6P1/1P2Q3/r1PP1P1P/RNB2RK1 b k - 1 13,337
rnb2r2/p1ppkpp1/5R1p/1p6/8/1BP1P3/Pb1PK3/1RB3N1 w - - 0 21,-297
3q1k1r/1b1pb3/2n5/rpP3P1/p3p2P/PB2P3/1PP2P2/RNB1K1NR b KQ - 4 18,535
1r5r/1bQn3p/3p3k/3B4/P7/2P1PqP1/Rb3P2/2B1KN2 b - - 2 24,381
rnb3r1/pp1p1kp1/R2bp2B/1N4q1/2p2N2/3Pp3/1PP1KPPP/5B1R b - - 1 18,654
rnbq1bnr/1p1kp1p1/1p1p4/5p1p/3P4/N3PQ2/PP2NPPP/R1B1K2R b KQ - 0 10,304
4b1kr/1p1B3p/5p2/5nB1/2pP4/8/PP2P3/R3K3 w - - 9 38,49
5k2/8/8/2p2Pp1/R2p1p2/K2P3B/8/1N6 b - - 1 33,-647
4r1k1/p2p4/5B2/8/6P1/1PpP1P1B/8/2K3N1 b - - 0 27,-463
4k1nr/4p1b1/r2p1ppp/R7/8/1P3N2/1P1PKPPP/1NB4R b k - 1 16,256
r4k2/p1p2pq1/2K1pn1B/8/P1P5/1PN4P/8/R7 w - - 3 30,311
6k1/p1r2Rp1/4p3/1p6/1P6/P7/R3N3/3K4 b - - 0 35,-226
4r3/2pk4/p7/7p/7P/P2bN3/3P3n/2B1K3 w - - 7 33,-613
2bqkbn1/r1p2p1p/p3p3/n2P4/5N2/1P3P2/PBPP2PP/RN1QK2R w KQ - 1 12,476
r1b4r/pppq1k2/n7/3P2N1/1P5p/P1NP4/R1P2b1P/5K1R b - - 1 20,668
1B1q2n1/1b4k1/p3p3/3Rp1Pp/7P/2P1PK2/n7/1N4NR b - - 0 25,744
6k1/8/3R4/1p2p3/7P/6P1/Pn6/6K1 w - - 2 41,543
r2k4/4p3/8/5B2/1nP2nP1/2P1P3/1N2N2P/4K2R w - - 7 35,715
rnbbkq1r/ppp4p/6p1/2pnp3/P7/2P1P2P/RP1PBPP1/1NBK3R b - - 0 15,875
4kbr1/3rp3/6p1/p2P1P1P/P1B1qR2/4K3/8/8 w - - 2 35,-374
r2qkb1r/1ppb1ppp/2n1p2n/p2N4/P5P1/1P3P2/1BPPP2P/R2QKBNR b KQkq - 0 7,5000
rnbqk1nr/1p1p2pp/2p5/4pp2/1B1P1P2/1P6/P1P1P1PP/RN1QKBNR b KQkq - 0 6,-346
rnbq1k2/pppppp2/6p1/8/3N4/7P/PPPPK1P1/RNB2B1n b - - 0 8,611
rn2kb1r/3pp2p/bp3p1n/p5p1/P2P4/R1P5/2PBPPPP/3QKBNR w Kkq - 2 9,643
rnbqkbnr/p1ppp1pp/1p6/1N3p2/8/5P2/PPPPP1PP/R1BQKBNR b KQkq - 1 3,77
r1b1k1nr/pp1p2pp/2p2p2/4p3/P2nP1P1/P1PP3P/5PBR/1NBQK1N1 b kq - 0 10,-664
1rbqkb1r/pp1ppppp/7n/6N1/1p3P2/6P1/PP1PP2P/RNBQKB1R w KQk - 2 7,444
rn5r/pp1k4/2p1b2p/P2n2p1/R5P1/4K3/1PP4P/1NBQ1BR1 w - - 2 17,662
2bq1kn1/1p3p2/3p2pb/1Pp5/3n2P1/3K4/1PPP1P2/R7 w - - 3 23,-923
rnbqkb1r/p2pp1pp/1pp5/5p2/1PB5/2P2P2/P2K1PPP/RNB3NR w - - 2 10,-614
1nbq2nr/2p1bkpp/1p1p4/1P2pp2/8/PP2P1P1/3PNP2/R1BQKB1r w Q - 0 12,-652
rn1q1k1r/p1pp3p/5P2/6p1/3NP3/5Q2/P3KP1P/R1bR4 b - - 2 20,-358
5b1r/p1k5/6n1/1R3p2/2P5/PN1KP3/6p1/2B5 b - - 1 36,559
rnbqkbn1/pppppp2/6p1/6p1/2PP4/8/PP2PPPr/RN1QKBNR w KQq - 0 5,71
r1bq1b1r/pBppkppp/4p2n/8/4P3/2P4P/PP1P1PP1/RNBQK1NR b KQ - 0 5,-173
r1bk2nr/p2p2pp/3bpp2/1p6/1n6/2PPPP2/P5PP/4KBNR w K - 0 16,-867
2bq1k1r/3p1p2/2pP4/1P1np1pp/7R/B3P3/3R4/5KN1 b - - 0 25,544
rnbqk1nr/ppp2ppp/8/3p4/4Pp2/P7/R1PP2PP/1NBQKBNR b Kkq - 1 5,343
4Qb2/3p4/5k2/p1p2p1B/5P1P/4PK2/3P4/r4R2 b - - 0 37,-962
2k3R1/8/2r2r1p/pN5P/p3pP2/8/2B5/2K5 b - - 2 39,146
r3k1r1/1p1b3n/n7/B2pp1p1/2PN4/p2PP1PP/5K2/3R1BNR b - - 0 27,-4
1nbqkbnr/r1pppppp/1p6/p7/8/1P1P4/P1PBPPPP/RN1QKBNR w KQk - 1 4,53
1rbk4/1p1n2p1/2p1p3/3p4/1P4Pr/1P6/3K1P2/1N4R1 w - - 0 24,-733
r1bqkb1r/pppppppp/n4n2/8/7P/N7/PPPPPPP1/R1BQKBNR w KQkq - 3 3,-20
1nbqkbnr/2p4p/rp1pp1p1/p7/PP6/B5P1/R1PPP2P/1N1QKBNR b Kk - 1 8,99
1r1k1b1r/ppq5/B1pp4/3Q3p/P4p2/4P3/1PPP1PPP/RNBbK1NR w KQ - 0 15,718
7r/4n2p/8/1Q2kp2/6p1/3R1P2/3P2P1/5KR1 b - - 1 39,-730
rq4r1/p1p1p2n/1pP1k2b/4N2p/1P6/3P2N1/P1P2PKP/R1B3QR w - - 8 19,687
rn2k3/8/2p2np1/p7/2p2P2/N3b1P1/PP4K1/R1B5 b - - 1 24,281
rnb1kbnr/2Bpqp2/p6p/6p1/8/N2p1P1N/PP2P1PP/R3KB1R w KQkq - 0 11,-700
6nr/p3p3/1pk5/7p/7P/1P1N1pP1/8/3K1B1R w - - 0 27,340
4k2r/pr3p2/n2pp3/8/1q4p1/4R1KB/1BP1P3/1N4N1 b k - 1 27,874
4k3/2rn4/2p1p1p1/8/1p1b3R/P5P1/2P1K3/6N1 w - - 0 37,-46
1n5r/1r1k4/1p5b/p6p/P6P/6P1/8/n4K1R w - - 1 40,-870
3qBbnr/1pp1p1pp/3pkp2/7n/3PP1b1/8/1PPK1P1P/RNB4R w - - 2 15,-360
1n2kbr1/4p1pp/rp1p1pn1/p1p2P1Q/5P1P/1P6/P1PP1KPN/RNB2R2 b - - 5 16,-848
1nbqk1nr/rppppp1p/6pB/p7/3P4/P4P1P/1PP1P1P1/RN1QKBNR b KQk - 0 5,-159
r1bqkbnr/ppppp1pp/5p2/2n5/2P5/1Q3PP1/PP1PP2P/RNB1KBNR b KQkq - 1 4,589
3k3r/8/3p4/5P2/2p3p1/2p5/8/2K3N1 w - - 0 32,-552
1r6/3k2p1/8/K2b3p/5P1P/6RN/1P1B4/1R3B2 w - - 1 36,714
rnbqkbnr/ppp1ppp1/7p/3p4/8/P2P4/1PPKPPPP/RNBQ1BNR b kq - 1 3,118
r1b1kb1r/Bp1ppppp/n1p5/1q6/6P1/1P1P4/P1P1P1PP/RN1QKBNR w KQkq - 1 7,345
2rk4/p3npb1/np6/2pP3P/P2P1P2/2P2K1q/1P6/RN2R3 w - - 3 23,-863
rnq1k2N/p1pp4/1p6/3n2BQ/2bPP3/b6P/RPP2PP1/1N2KBR1 b - - 0 15,-5000
6k1/6p1/3Qn2n/r7/P4PP1/7K/1B5P/4b3 b - - 0 38,-249
rnb1k3/2p2ppr/pp6/4N2p/PPp5/B5PB/4P2P/1Q4KR w - - 0 24,807
r7/1p2p3/4kp1b/p3P3/P1p3P1/R1P3K1/1P3P2/1NB5 b - - 0 26,5
r6k/p4p2/n1p5/P2prp1B/1p1p1P1p/1P4PP/8/4nK1R b - - 3 37,797
6kr/3p3p/4p3/p3P3/3R1P1P/5q2/3K4/5b2 b - - 4 39,743
1nbq1b1r/1pppp2p/8/8/1p3k2/N2P4/1BPN1KBP/r6R b - - 1 16,480
r1bqkb1r/ppp1pp1p/6p1/3p4/1P1n1Bn1/2N3P1/P1P1PP1P/R2QKBNR w KQk - 2 9,379
r1b3n1/p7/5k2/1pp2pp1/P3PP2/1PR5/1P1PN1K1/1RB5 b - - 0 27,-491
r1bq2nr/p2p2Q1/np2p3/2p2k1p/PP4p1/3P2P1/2P1PP2/RNB1KB1R b KQ - 0 16,-744
1n2kbnr/r1pb1ppp/1p1p4/p5P1/P7/2P2N2/RP1PP2P/1NB1KB1R b Kk - 0 10,21
2b1r3/n1pp4/1p5p/2k2p2/1N6/1P3N1P/1P6/1QK4n w - - 4 39,473
2bqkbnr/p1p1pppp/8/3p4/6PP/N7/RBPPPP2/3QKBNR b Kk - 0 9,-675
rBr1k3/7p/2p4n/4B2p/8/1P4qP/P4P2/R5K1 w - - 1 28,-222
7k/5p2/6rr/2p1p3/8/4K2P/1P2BPR1/8 w - - 8 40,-345
4k3/3r1pn1/1p5r/2p3P1/8/2Pb4/5K2/8 b - - 1 40,907
r3kbnR/p1nb2p1/3p4/3p1P2/8/7B/PPPBPK2/2RQ2N1 w q - 2 15,715
rnbqkbnr/pp2pp2/3p3B/2p5/3P4/2P5/PP1KP1PP/RN1Q1BNR b kq - 0 6,674
8/7p/6p1/6N1/1k2Ppn1/7b/7r/1K6 w - - 0 39,-685
rnbqk1nQ/2ppp2p/6p1/p4p2/2p5/1P2PPPN/P6P/1NBK1B1R w q - 0 12,5000
6RB/3p1p2/3k4/2p2n1p/8/2PP1P1P/8/4KB1q b - - 3 33,436
r2k1bn1/p2pp3/3p4/Qp3p2/1B5P/1P6/P1PP1P2/1R2KBNb b - - 2 23,-708
rnbk2nr/1p1p1p2/p1p3pb/1q2P2p/2Q1PP2/2PB4/1P1N2PP/R1B1K1NR w KQ - 3 12,409
1rbR4/1p1k4/n3p3/8/Nq2PB2/4K3/P1P2PB1/6N1 b - - 2 26,555
r1b1kb2/ppp1pp2/3p4/1P3P2/3n4/PPN4P/4N2P/R1BK1B1R b - - 0 20,-518
8/2k1npp1/r7/p7/1P2p3/6KP/P1P1N3/8 b - - 2 29,673
3k4/r1p1b3/P4P2/n3P3/3p2r1/2N1P3/P1P5/R1Q1K2R w Q - 0 30,776
1n3rk1/2p3pp/7n/8/1Ppp2p1/1P3P1P/3KP3/5B1R b - - 1 21,587
rnbq3r/1pp1N2p/5k2/p2p1p2/P5n1/N1PPP3/2PQ1P1P/R1B1KB1R w KQ - 0 12,461
r1b1qb1r/p1N1ppp1/n1k4B/1p6/4n1P1/3P4/PPP1PP1P/R1QK1BNR b - - 0 10,278
5bb1/r7/2p2n2/1p3p2/1P1P1k1P/3P4/1P3p2/1N3K2 b - - 0 28,1042
rn1q2nr/p2pk1b1/1p1p4/3b3p/3Q1P2/2N1K1P1/PPP1P2P/R1B2B1R b - - 4 11,812
4kbnr/r1q1ppp1/6np/3p4/2P5/P4PP1/1B1PPK1P/RN1R1BN1 b k - 2 19,365
1n1qkb1r/r1p1pp2/1p6/p2p1npP/PPPP1N2/3BPQ2/5P1P/RNB1K2b b Qk - 2 11,738
1nbqkb1r/1pp1p1pp/1r6/3p2Pn/P2P4/p2Q3N/2P1PP1P/RN2KB1R b KQk - 1 10,561
r1b1kbnr/1pqppppp/n1p5/p7/5P2/P3P3/1PPP2PP/R1BQKBNR w KQkq - 0 7,-478
2kr4/5p1p/P4n2/1p6/P2p1B2/6p1/P1B3P1/R1K5 b - - 1 31,-455
r1bqkb1r/1ppp1ppp/7n/p7/P1P5/2P1B3/2Q1PPPP/R3KBNR b Kkq - 0 9,-3
rn4r1/4k1pp/8/p7/6PP/3Pb3/1P2K3/1Q3B2 w - - 4 31,200
4k3/3p3p/4pBpP/2p2n2/2PR4/8/5KP1/1b6 b - - 3 33,529
r3k3/p3n2n/b2Qp3/8/1p3K2/P1P3PN/1BP2P2/RN6 w q - 0 23,641
2q2b2/1p4k1/4P1r1/p3P2p/P1P4P/R7/4KP2/4r3 w - - 3 37,-886
r1qk2n1/p7/5ppb/2p1p3/P1P3P1/2P1P3/3P3P/1NB2K1R b - - 0 19,842
6n1/6p1/1k2B3/3b1p1r/1P1P3P/4PN2/1B3P2/3K4 w - - 1 28,484
4kbnr/2pN2Rp/n3p3/r2p1p2/5P1P/1P6/1P1PPK2/1NBQ1B2 w k - 0 16,649
rr6/7p/2b1k2n/5N1P/P1p1pK2/1p6/2P2PP1/6RR w - - 0 29,-325
rnb1kb1r/p2pnp2/5p2/1pp4p/8/1P1P2PP/P1PKPP2/R3QBNR w kq - 1 10,429
rB6/2Qbkp1r/2p1p3/p2p3p/p2P4/2P2P2/1P3KPR/RN3BN1 w - - 4 26,1066
